2048,0.03125,0.49635036496350365,0.49969230769230771
2048,0.125,0.49633251833740832,0.49238420889027035
2048,0.25,0.49756097560975615,0.49550944564880767
2048,2,0.50241545893719808,0.50808173223543762
2048,8,0.61184210526315785,0.61056751467710368
2048,32,0.70734032411820791,0.70896419130016819
8192,0.03125,0.49816849816849818,0.49426356589147297
8192,0.125,0.49816849816849818,0.49363551692021113
8192,0.25,0.49635036496350365,0.50046111281893635
8192,2,0.6386554621848739,0.65795090715048021
8192,8,0.70144927536231882,0.70458984375
8192,32,0.71144749290444653,0.71343638525564801
32768,0.03125,0.49633251833740832,0.49238420889027035
32768,0.125,0.49635036496350365,0.4993842364532019
32768,0.25,0.5220500595947557,0.52250075505889459
32768,2,0.70869149952244515,0.71057692307692311
32768,8,0.71238095238095234,0.71367112810707445
32768,32,0.70931326434619002,0.71431975220395538
131072,0.03125,0.49816849816849818,0.49535027898326101
131072,0.125,0.56055363321799312,0.57109557109557108
131072,0.25,0.69785575048732951,0.70159901599015995
131072,2,0.7126654064272212,0.71476349737219302
131072,8,0.71576959395656281,0.71591992373689228
131072,32,0.72075471698113203,0.71819262782401894
524288,0.03125,0.5298329355608592,0.53059993970455233
524288,0.125,0.68910891089108905,0.69947800149142436
524288,0.25,0.70821529745042489,0.71261626520391119
524288,2,0.72914714151827564,0.71833648393194705
524288,8,0.7293233082706766,0.72439082091317719
524288,32,0.73684210526315785,0.72952380952380957
